mOTU ID	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)														
SD_DY_bin_191	96.55	8.62	57.9	14038	8009586	1003	6884	64483	0.847593525	k__Bacteria (UID2565)	142	63.64	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	
SD_DY_bin_192	75.26	2.222	67.4	9234	3916147	581	4112	49734	0.906991025	c__Deltaproteobacteria (UID3216)	247	14.29	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
SD_DY_bin_193	70.51	2.523	64.3	6285	2608591	525	2802	26518	0.911988505	c__Gammaproteobacteria (UID4267)	544	50	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_194	97.66	4.604	64.2	50659	5007856	224	4356	220235	0.89556578	c__Gammaproteobacteria (UID4202)	481	12.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-38;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__;g__;s__	
SD_DY_bin_195	84.48	1.919	64.7	21770	3162978	215	3063	70522	0.911882077	c__Gammaproteobacteria (UID4267)	544	18.18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_196	50.71	0.549	50.9	5198	3155222	714	3062	13905	0.877291039	k__Bacteria (UID2495)	147	0	d__Bacteria;p__KSB1;c__UBA2214;o__CR04bin15;f__;g__;s__	d__Bacteria;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__;g__;s__	
SD_DY_bin_197	54.2	3.754	54.9	3028	1604014	549	1846	8822	0.921913281	s__algicola (UID2846)	571	68.42	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	
SD_DY_bin_198	73.74	4.719	63.6	9907	5306875	621	4616	50693	0.860132233	k__Bacteria (UID2565)	141	37.5	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__	
SD_DY_bin_199	86.02	2.58	74.1	11945	5523413	650	5326	59856	0.921923744	c__Deltaproteobacteria (UID3216)	247	20	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction
SD_DY_bin_2	78.44	3.448	65.8	61470	4052713	110	3522	248363	0.904650517	k__Bacteria (UID203)	104	100	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_DY_bin_20	55.51	0	65.3	7859	2760734	426	2863	42949	0.894503399	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__	
SD_DY_bin_200	86.08	2.564	70.7	19943	5342758	356	4577	109525	0.867820084	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_201	92.04	5.161	73	28293	5598663	337	5140	172178	0.912273721	c__Deltaproteobacteria (UID3216)	247	53.85	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction
SD_DY_bin_202	91.12	5.508	55	18281	3864079	338	3957	57760	0.874210734	k__Bacteria (UID3187)	190	44.44	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
SD_DY_bin_203	90.32	1.505	73.9	28602	3943248	204	3699	97281	0.921422904	c__Deltaproteobacteria (UID3216)	247	0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__PR03;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
SD_DY_bin_204	92.73	3.561	60.5	23708	4199523	307	3803	65621	0.872553587	k__Bacteria (UID3187)	188	50	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__2-12-FULL-54-10;f__2-12-FULL-54-10;g__2-02-FULL-61-28;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_205	93.83	4.621	40.8	14315	2118696	245	2269	52892	0.87614588	k__Bacteria (UID3187)	190	33.33	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__CR02bin9;s__	d__Bacteria;p__Thermodesulfobacteria;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__;g__;s__	Sulphate reduction
SD_DY_bin_206	87.68	5.494	70.9	25161	4205322	253	3657	95722	0.915779626	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_207	58.49	4.536	62.8	3409	2400860	754	2851	15840	0.887654823	o__Pseudomonadales (UID4488)	813	81.25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp009763245	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	
SD_DY_bin_208	51.81	3.448	71.7	3238	4927009	1611	4648	19615	0.908237078	k__Bacteria (UID203)	104	50	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_209	93.81	1.485	52	13637	3684714	368	3289	50305	0.898069671	p__Bacteroidetes (UID2591)	302	66.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__B8-G4;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_DY_bin_21	80.88	2.027	62.2	8246	2952923	475	2834	24775	0.877552611	k__Bacteria (UID2982)	230	100	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__J108;s__	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__;s__	
SD_DY_bin_210	75.51	5.537	63.6	3168	5311223	1779	4982	14666	0.882539259	k__Bacteria (UID2565)	152	0	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA8108;f__SXIK01;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__	
SD_DY_bin_211	91.43	2.462	67.2	8970	3185863	473	3108	36498	0.910264575	c__Gammaproteobacteria (UID4202)	481	35.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__W260;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_DY_bin_212	87.29	3.964	69.4	6910	2958677	559	3194	24964	0.883018384	c__Alphaproteobacteria (UID3305)	349	37.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	
SD_DY_bin_213	76.31	5.882	44.5	14455	1621426	178	1615	47628	0.881163753	k__Bacteria (UID3187)	190	14.29	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__;f__;g__;s__	d__Bacteria;p__Candidatus Dadabacteria;c__;o__;f__;g__;s__	
SD_DY_bin_214	56.98	3.305	67.7	3717	2530579	758	3069	15562	0.90040165	c__Gammaproteobacteria (UID4445)	583	57.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	
SD_DY_bin_215	53.6	3.174	40.1	3130	2830776	950	3275	11891	0.87470813	o__Cytophagales (UID2936)	454	6.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__;s__	
SD_DY_bin_216	66.96	6.432	57.1	3249	2864169	924	3352	19784	0.903796577	c__Gammaproteobacteria (UID4444)	506	88.24	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__	
SD_DY_bin_217	54.13	1.724	68.7	4938	3671855	986	3803	35199	0.915995543	k__Bacteria (UID203)	104	0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__SZUA-318;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_DY_bin_218	66.41	2.553	43.7	9705	1726124	237	1876	32450	0.881045692	c__Gammaproteobacteria (UID4267)	544	54.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_DY_bin_219	86.81	0	67	39937	3062565	141	2715	127538	0.91523936	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__;g__;s__	d__Bacteria;p__Candidatus Eisenbacteria;c__;o__;f__;g__;s__	
SD_DY_bin_22	66.89	2.847	60.1	3029	1670418	571	2071	15306	0.912265601	c__Alphaproteobacteria (UID3422)	529	50	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Hyphomonas;s__	
SD_DY_bin_220	79.36	1.946	68	5907	3247819	683	3697	22973	0.893034142	c__Alphaproteobacteria (UID3337)	388	87.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halovulum;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	
SD_DY_bin_221	70.39	3.13	66	11661	2066613	225	2126	40781	0.883552552	c__Alphaproteobacteria (UID3305)	349	25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Rhodovibrionaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__;s__	
SD_DY_bin_222	82.9	1.198	61.1	11631	2547503	291	2404	45994	0.924444885	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__;g__;s__	d__Bacteria;p__Fibrobacteres;c__Chitinivibrionia;o__;f__;g__;s__	
SD_DY_bin_223	89.01	3.296	69.8	11053	5296240	686	4893	72709	0.894322776	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_DY_bin_224	54.39	0	54.5	7751	1525325	222	1598	29504	0.884812423	c__Deltaproteobacteria (UID3216)	247	0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	
SD_DY_bin_225	53	5.199	67.6	3736	4037236	1202	4208	15774	0.889855	k__Bacteria (UID3187)	188	57.14	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__QQVD01;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_226	67.37	2.909	60.8	3669	4487614	1341	4779	22264	0.883873052	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAAYYY01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_DY_bin_227	59.95	2.427	33	12848	1036050	146	1294	42721	0.890499869	k__Archaea (UID2)	145	0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__CSP1-1;s__	d__Archaea;p__;c__;o__;f__;g__;s__	
SD_DY_bin_228	70.65	1.884	56.7	4812	2202308	520	2510	23058	0.8905097	c__Alphaproteobacteria (UID3305)	349	80	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	
SD_DY_bin_229	61.54	1.5	69.9	3019	2019876	705	2567	14570	0.897519403	k__Bacteria (UID1452)	151	80	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__;f__;g__;s__	
SD_DY_bin_23	88.78	7.336	69.4	19670	5594461	425	4942	102034	0.897971821	k__Bacteria (UID2495)	147	60	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2589;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_DY_bin_230	59.34	4.828	59.8	4531	3970581	1011	4275	36408	0.884465483	k__Bacteria (UID1452)	163	37.5	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAAYYY01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_DY_bin_231	53.79	1.098	69.9	3729	2251242	664	2449	18207	0.912765733	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_DY_bin_232	91.51	0.909	56.4	21253	5334644	400	5109	71471	0.891402892	k__Bacteria (UID1452)	163	100	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_DY_bin_233	88.3	7.175	60.3	7176	6560681	1123	6007	31638	0.874012454	k__Bacteria (UID2570)	265	42.86	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Bin80;g__;s__	d__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__;s__	
SD_DY_bin_234	74.41	1.912	42.8	7832	1839895	309	1825	33452	0.900057518	k__Bacteria (UID2570)	274	0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Fodinibius;s__	d__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius;s__	
SD_DY_bin_235	94.71	0.99	71.1	15734	3562463	374	3673	53238	0.879038359	k__Bacteria (UID1452)	151	0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Bin125;f__Bin125;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_DY_bin_236	64.73	5.103	63.5	11128	2629879	290	2851	49902	0.892732577	k__Bacteria (UID203)	103	100	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_DY_bin_237	73.61	4.921	60.6	6558	2608617	456	2835	30978	0.895729297	c__Gammaproteobacteria (UID4267)	544	59.09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__;s__	
SD_DY_bin_238	83.8	1.807	66.6	9423	3611591	467	3260	41803	0.862601725	k__Bacteria (UID2565)	143	33.33	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	
SD_DY_bin_239	93.95	6.043	70	21038	4067216	354	3761	75884	0.911311549	k__Bacteria (UID2495)	147	16.67	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__	
SD_DY_bin_24	88.53	4.313	62.7	15539	3594917	351	3523	71064	0.918646053	c__Gammaproteobacteria (UID4267)	544	22.73	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	
SD_DY_bin_240	96.58	3.361	49.9	92685	2999875	81	2913	203963	0.85216047	k__Bacteria (UID3187)	190	0	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__;s__	d__Bacteria;p__Candidatus Dadabacteria;c__;o__;f__;g__;s__	
SD_DY_bin_241	94.67	2.608	64	31390	4545100	211	4305	186657	0.853790391	c__Alphaproteobacteria (UID3305)	349	12.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__	
SD_DY_bin_243	89.37	2.636	60.2	6840	3373977	630	3202	28980	0.908915002	k__Bacteria (UID2570)	265	42.86	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_DY_bin_244	60.97	0	70.5	3833	3393421	993	3475	22869	0.893903132	k__Bacteria (UID203)	104	0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_245	57.23	5.995	57.9	2930	2160543	762	2503	10540	0.838302835	k__Bacteria (UID1452)	151	14.29	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_DY_bin_247	81.97	0.652	63.7	15379	2966966	278	3084	73011	0.904005429	c__Alphaproteobacteria (UID3305)	349	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	
SD_DY_bin_248	73.79	8.501	65.8	11310	3037054	392	3042	47519	0.920026543	c__Gammaproteobacteria (UID4267)	544	36.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_DY_bin_249	59.03	0.869	64.7	15292	3317568	293	3309	64135	0.877479426	c__Alphaproteobacteria (UID3305)	349	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__MPNO01;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	
SD_DY_bin_25	55.17	0	70.8	5119	2541682	561	2460	17490	0.892038942	k__Bacteria (UID203)	104	0	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_250	74.05	1.231	64.5	4549	2593296	646	3038	15135	0.895119558	c__Alphaproteobacteria (UID3305)	349	25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	
SD_DY_bin_251	89.81	2.424	57.4	12827	5474222	599	4673	58771	0.872445135	k__Bacteria (UID2570)	265	12.5	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__	d__Bacteria;p__Rhodothermaeota;c__Rhodothermia;o__;f__;g__;s__	
SD_DY_bin_252	61	3.508	69.9	4287	2706958	727	3108	19983	0.929507877	k__Bacteria (UID203)	103	50	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__SZUA-336;f__SZUA-336;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	
SD_DY_bin_253	64.41	2.878	64.8	4684	2263288	563	2509	25508	0.907808189	k__Bacteria (UID1452)	163	50	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__W1033;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	
SD_DY_bin_254	93.16	4.7	71.6	25749	6045678	443	4843	133293	0.891707894	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__SMYD01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_255	96.59	3.977	68.5	36509	4559297	221	3854	149938	0.916431393	k__Bacteria (UID2565)	143	0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__SZUA-250;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	
SD_DY_bin_256	56.43	3.418	65.8	3265	2254642	725	2539	10027	0.925331527	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__JACPZX01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_257	57.25	4.621	53.7	3571	2866132	854	3296	30618	0.868094101	k__Bacteria (UID3187)	190	33.33	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
SD_DY_bin_258	51.33	6.724	70.6	2354	4434668	1870	4798	11962	0.898015061	k__Bacteria (UID203)	104	66.67	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__;g__;s__	
SD_DY_bin_259	57.85	1.09	51.8	5171	2250497	508	2538	25811	0.896358534	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__JAABUE01;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	
SD_DY_bin_26	66.9	1.709	59.6	3893	4282649	1221	4428	23109	0.855491251	k__Bacteria (UID3187)	188	50	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__UBA6623;g__;s__	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__;g__;s__	
SD_DY_bin_260	55.87	4.921	61.7	3554	1765871	550	2008	11350	0.915842698	c__Gammaproteobacteria (UID4202)	481	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_DY_bin_261	77.33	5.223	62.6	5548	2460141	525	2584	32550	0.911151817	c__Gammaproteobacteria (UID4202)	481	90.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_DY_bin_262	98.9	0	66.3	59851	3985096	195	3448	210223	0.919901629	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__	d__Bacteria;p__Candidatus Eisenbacteria;c__;o__;f__;g__;s__	
SD_DY_bin_263	65.51	1.724	70	6016	2008415	413	2210	24862	0.891657277	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Halofilum;s__	
SD_DY_bin_264	89.31	6.058	61	9762	7284017	1087	6288	52296	0.879772026	k__Bacteria (UID3187)	188	40	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_265	94.01	2.564	61.8	23817	4754443	352	4342	80970	0.897080381	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_DY_bin_266	91.37	4.195	54	6987	5008613	962	4659	43221	0.86983037	k__Bacteria (UID2565)	142	50	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	
SD_DY_bin_267	90.64	1.29	72.8	67829	4972249	125	4553	258258	0.910682632	c__Deltaproteobacteria (UID3216)	247	0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__SZUA-336;f__SZUA-336;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
