#BGC_ID	Product	Class	Organism	Taxonomy
BGC	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
FJ_XM_contig_10128802.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_10132429.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_10416994.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_10675464.region001	NI-siderophore	Others	Genus species Unclassified.	
FJ_XM_contig_10934369.region001	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_11001222.region001	phosphonate	Others	Genus species Unclassified.	
FJ_XM_contig_11009009.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_11064189.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_11514634.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_11520959.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_11914131.region001	NRPS-like	NRPS	Genus species Unclassified.	
FJ_XM_contig_12018108.region001	NRPS	NRPS	Genus species Unclassified.	
FJ_XM_contig_12307327.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_12462442.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_12505267.region001	NAGGN	Others	Genus species Unclassified.	
FJ_XM_contig_12572442.region001	arylpolyene.T3PKS	Others	Genus species Unclassified.	
FJ_XM_contig_12644272.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_1301060.region001	T1PKS	PKSI	Genus species Unclassified.	
FJ_XM_contig_13095689.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_13204604.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_13316343.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_13514961.region001	betalactone	Others	Genus species Unclassified.	
FJ_XM_contig_13617055.region001	hglE-KS	PKSother	Genus species Unclassified.	
FJ_XM_contig_13704271.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_1376143.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_14091814.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_14116899.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_14185730.region001	phosphonate	Others	Genus species Unclassified.	
FJ_XM_contig_14512841.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_14643173.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_14707418.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_14753958.region001	arylpolyene	Others	Genus species Unclassified.	
FJ_XM_contig_1494747.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_1507571.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_15138506.region001	arylpolyene	Others	Genus species Unclassified.	
FJ_XM_contig_15383757.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_15465821.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_15560417.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_15673222.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_15811169.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_1588118.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_16014117.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_16467898.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_16504324.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_16947558.region001	NRPS-like	NRPS	Genus species Unclassified.	
FJ_XM_contig_17716403.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_17740019.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_18156980.region001	NRPS	NRPS	Genus species Unclassified.	
FJ_XM_contig_18262670.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_19139433.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_19223643.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_19285400.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_19454633.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_19654613.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_19980161.region001	NAGGN	Others	Genus species Unclassified.	
FJ_XM_contig_19990879.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20019707.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20067532.region001	lassopeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20498204.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20611118.region001	T1PKS	PKSI	Genus species Unclassified.	
FJ_XM_contig_20643007.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_20689371.region001	ectoine	Others	Genus species Unclassified.	
FJ_XM_contig_20917802.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_21334884.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_21338594.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_21359247.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_21458767.region001	NRPS	NRPS	Genus species Unclassified.	
FJ_XM_contig_21774209.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_22218608.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_22235730.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_22307446.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_22390652.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_22614251.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_22694573.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_22844587.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_23050496.region001	betalactone	Others	Genus species Unclassified.	
FJ_XM_contig_23143370.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_23651043.region001	NRPS-like	NRPS	Genus species Unclassified.	
FJ_XM_contig_23820639.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_24052724.region001	thioamitides	RiPPs	Genus species Unclassified.	
FJ_XM_contig_24056359.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_24558405.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_2490132.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_24932104.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_25002975.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_25065890.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_25208659.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_25900302.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_25903625.region001	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_26017293.region001	phosphonate	Others	Genus species Unclassified.	
FJ_XM_contig_26094985.region001	ectoine	Others	Genus species Unclassified.	
FJ_XM_contig_26342117.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_26919777.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_27063035.region001	NRPS	NRPS	Genus species Unclassified.	
FJ_XM_contig_27248813.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_27385135.region001	acyl_amino_acids	Others	Genus species Unclassified.	
FJ_XM_contig_2751121.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_27663484.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_27801339.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_27987473.region001	thioamitides	RiPPs	Genus species Unclassified.	
FJ_XM_contig_2809081.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_2813959.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_28579114.region001	NRPS	NRPS	Genus species Unclassified.	
FJ_XM_contig_2868253.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_29066785.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_29076061.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_29502581.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_29853511.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_30306746.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_30525382.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_30747622.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_31007308.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_31427085.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_31473531.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_31564514.region001	betalactone	Others	Genus species Unclassified.	
FJ_XM_contig_31709363.region001	NRPS-like.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
FJ_XM_contig_3182178.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_31932252.region001	T1PKS	PKSI	Genus species Unclassified.	
FJ_XM_contig_32030627.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_32254214.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_32306081.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_32324986.region001	phosphonate	Others	Genus species Unclassified.	
FJ_XM_contig_32342001.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
FJ_XM_contig_32429716.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_3265850.region001	phosphonate	Others	Genus species Unclassified.	
FJ_XM_contig_32716294.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_33197197.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_33598111.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_33980491.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_34079135.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_34082890.region001	ectoine	Others	Genus species Unclassified.	
FJ_XM_contig_34591826.region001	arylpolyene.resorcinol	Others	Genus species Unclassified.	
FJ_XM_contig_35297930.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_35380707.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_35444378.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_35500370.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_35873781.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_35879681.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_36007956.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_36213937.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_3673165.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_411716.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_4131137.region001	NRPS-like	NRPS	Genus species Unclassified.	
FJ_XM_contig_4135743.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_4478605.region001	T3PKS	PKSother	Genus species Unclassified.	
FJ_XM_contig_4504830.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_4598570.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
FJ_XM_contig_4661740.region001	NI-siderophore	Others	Genus species Unclassified.	
FJ_XM_contig_4820912.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_491829.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_5011745.region001	betalactone	Others	Genus species Unclassified.	
FJ_XM_contig_5614860.region001	NRPS-like	NRPS	Genus species Unclassified.	
FJ_XM_contig_5903962.region001	betalactone	Others	Genus species Unclassified.	
FJ_XM_contig_5957090.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_5988498.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_6144647.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6431143.region001	arylpolyene	Others	Genus species Unclassified.	
FJ_XM_contig_6457621.region001	NRPS-like	NRPS	Genus species Unclassified.	
FJ_XM_contig_6476499.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6477439.region001	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_6519491.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_6807031.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_6892856.region001	hglE-KS	PKSother	Genus species Unclassified.	
FJ_XM_contig_6937137.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_7002625.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7216846.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7275413.region001	NRPS-like	NRPS	Genus species Unclassified.	
FJ_XM_contig_7289939.region001	arylpolyene	Others	Genus species Unclassified.	
FJ_XM_contig_7439242.region001	hglE-KS	PKSother	Genus species Unclassified.	
FJ_XM_contig_7439548.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7721052.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_7731299.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7737652.region001	ectoine	Others	Genus species Unclassified.	
FJ_XM_contig_7781903.region001	RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_7801046.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_7958171.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
FJ_XM_contig_8197956.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_8206065.region001	hserlactone	Others	Genus species Unclassified.	
FJ_XM_contig_8480053.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_8612371.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_8618480.region001	RiPP-like	RiPPs	Genus species Unclassified.	
FJ_XM_contig_8693419.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_8721333.region001	terpene	Terpene	Genus species Unclassified.	
FJ_XM_contig_8771700.region001	indole	Others	Genus species Unclassified.	
FJ_XM_contig_8848932.region001	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
FJ_XM_contig_9001509.region001	arylpolyene	Others	Genus species Unclassified.	
FJ_XM_contig_9081281.region001	indole	Others	Genus species Unclassified.	
GD_ST_contig_10015698.region001	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
GD_ST_contig_10025175.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_10042838.region001	arylpolyene	Others	Genus species Unclassified.	
GD_ST_contig_10059053.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_10120920.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_10131183.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_1013632.region001	T1PKS	PKSI	Genus species Unclassified.	
GD_ST_contig_10353353.region001	CDPS	NRPS	Genus species Unclassified.	
GD_ST_contig_10487637.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_1049278.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_1053238.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_10589680.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_10635273.region001	T3PKS	PKSother	Genus species Unclassified.	
GD_ST_contig_10637286.region001	ectoine	Others	Genus species Unclassified.	
GD_ST_contig_10718290.region001	lanthipeptide-class-v	RiPPs	Genus species Unclassified.	
GD_ST_contig_10729958.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_10791338.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_1098416.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_11007667.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_11014047.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_11030957.region001	T3PKS	PKSother	Genus species Unclassified.	
GD_ST_contig_11039510.region001	NRPS-like.NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_11186262.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
GD_ST_contig_11382698.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_11595524.region001	phosphonate	Others	Genus species Unclassified.	
GD_ST_contig_11651659.region001	T1PKS	PKSI	Genus species Unclassified.	
GD_ST_contig_11661436.region001	cyanobactin	RiPPs	Genus species Unclassified.	
GD_ST_contig_11709928.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_11720291.region001	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_11769222.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_12085019.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_12181032.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_12282756.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_12285042.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_12445915.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_12460966.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_12733889.region001	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_1276129.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_12814148.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_12849220.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_12912168.region001	redox-cofactor	RiPPs	Genus species Unclassified.	
GD_ST_contig_13008610.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_13103344.region001	arylpolyene	Others	Genus species Unclassified.	
GD_ST_contig_13167940.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_13278436.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_13383223.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_13406871.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_1354545.region001	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
GD_ST_contig_13661075.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_13841919.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_14006802.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_14026146.region001	redox-cofactor	RiPPs	Genus species Unclassified.	
GD_ST_contig_14275961.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
GD_ST_contig_14385806.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_14471378.region001	indole	Others	Genus species Unclassified.	
GD_ST_contig_14477350.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_14543701.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_14565961.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_14578517.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_14652611.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_14687756.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_14753406.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_14795363.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_14913635.region001	arylpolyene	Others	Genus species Unclassified.	
GD_ST_contig_14919389.region001	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_15046968.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_15061959.region001	betalactone	Others	Genus species Unclassified.	
GD_ST_contig_15161603.region001	terpene.betalactone	Others	Genus species Unclassified.	
GD_ST_contig_15171645.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_15235344.region001	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_15277559.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_15390283.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_15531878.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_15657146.region001	T3PKS	PKSother	Genus species Unclassified.	
GD_ST_contig_15750521.region001	arylpolyene	Others	Genus species Unclassified.	
GD_ST_contig_15982840.region001	ectoine	Others	Genus species Unclassified.	
GD_ST_contig_16019196.region001	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_16157099.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_16304692.region001	T3PKS	PKSother	Genus species Unclassified.	
GD_ST_contig_16384205.region001	T1PKS	PKSI	Genus species Unclassified.	
GD_ST_contig_16600314.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_16654258.region001	terpene	Terpene	Genus species Unclassified.	
GD_ST_contig_16681492.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_16683047.region001	hserlactone	Others	Genus species Unclassified.	
GD_ST_contig_1674616.region001	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_16796845.region001	RiPP-like	RiPPs	Genus species Unclassified.	
GD_ST_contig_16899770.region001	CDPS	NRPS	Genus species Unclassified.	
GD_ST_contig_16912096.region001	RRE-containing	RiPPs	Genus species Unclassified.	
GD_ST_contig_1704170.region001	NRPS-like	NRPS	Genus species Unclassified.	
GD_ST_contig_17085640.region001	hglE-KS	PKSother	Genus species Unclassified.	
GD_ST_contig_17109857.region001	T3PKS	PKSother	Genus species Unclassified.	
GD_ST_contig_1713396.region001	crocagin	RiPPs	Genus species Unclassified.	
GD_ST_contig_17134539.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_17152971.region001	betalactone	Others	Genus species Unclassified.	
GD_ST_contig_1721126.region001	NRPS	NRPS	Genus species Unclassified.	
GD_ST_contig_1722903.region001	T3PKS	PKSother	Genus species Unclassified.	
